k¹t podniesienia,kat boczny,wysokosc celu,opor powietrza,wektor wiatru,wylotowa,X,Z
27.831580456674978,-0.9957982196342101,0,0.1,"[0, 0, 0]",1100,52139.60071153685,-906.2472578836333
2.7495454692766206,-18.21536915458205,0,0.1,"[0, 0, 0]",1100,10049.584248863146,-3306.739251280119
75.54864508334263,23.110006212971697,0,0.1,"[0, 0, 0]",1100,23348.08661128097,9963.19588077159
52.04097811422113,-42.97579309805865,0,0.1,"[0, 0, 0]",1100,37491.42520382251,-34930.505026337225
27.807523236531527,15.017027708403205,0,0.1,"[0, 0, 0]",1100,50352.84899909735,13507.776969169316
49.085470398798186,11.079758438895908,0,0.1,"[0, 0, 0]",1100,51861.857048896876,10155.670231368698
17.982244653259478,-88.84265993928928,0,0.1,"[0, 0, 0]",1100,872.6252737707691,-43144.835439556926
26.133259780892438,20.12513224930578,0,0.1,"[0, 0, 0]",1100,47938.48289574149,17566.47467132119
4.041986164111586,60.968530207330446,0,0.1,"[0, 0, 0]",1100,7179.510268364649,12933.616916945697
1.009980683608196,48.44330140077116,0,0.1,"[0, 0, 0]",1100,2793.5356622514287,3150.100520714829
1.084836079551289,21.84072618825219,0,0.1,"[0, 0, 0]",1100,4185.954506534402,1677.3139366942385
8.091789653697418,-49.538672789507835,0,0.1,"[0, 0, 0]",1100,16717.41023334845,-19598.946648666497
37.438867747534026,-45.00542534560479,0,0.1,"[0, 0, 0]",1100,39074.27904151758,-39080.348562488434
62.06659692455901,1.5862565973499727,0,0.1,"[0, 0, 0]",1100,42959.07347053451,1189.6154195638176
88.24160430596255,-87.65391310673134,0,0.1,"[0, 0, 0]",1100,136.02100782461025,-3295.5901243325047
13.187991709133064,21.764601398172218,0,0.1,"[0, 0, 0]",1100,33471.502791748884,13363.264970948025
59.951632899397445,-67.38320124351458,0,0.1,"[0, 0, 0]",1100,17334.89958244015,-41607.23354647785
53.67371850601414,22.07693635780973,0,0.1,"[0, 0, 0]",1100,46510.964323524604,18863.93276297103
5.042541499800866,41.81447395985123,0,0.1,"[0, 0, 0]",1100,13261.694826320801,11862.458790393615
31.96819981842466,88.19857593201493,0,0.1,"[0, 0, 0]",1100,1701.7136888916918,54074.777675036145
18.49034176491282,68.5478467874791,0,0.1,"[0, 0, 0]",1100,16015.781599657581,40755.666686976576
68.30824351088296,83.87013196731311,0,0.1,"[0, 0, 0]",1100,3814.1868351375856,35505.70678230715
64.22236380878418,-25.349188932356597,0,0.1,"[0, 0, 0]",1100,36731.5963607233,-17400.83122146717
30.396236351621745,65.62692950522111,0,0.1,"[0, 0, 0]",1100,22067.863470744353,48706.96878687678
35.744985104292525,4.677301663850329,0,0.1,"[0, 0, 0]",1100,54886.77771535053,4490.542487666716
5.0180197197293195,-70.65090652407463,0,0.1,"[0, 0, 0]",1100,5872.452029180587,-16720.039718339853
69.77756754505769,56.862943157388315,0,0.1,"[0, 0, 0]",1100,18463.352242704885,28281.191636282296
11.670429342712156,-68.54558560911903,0,0.1,"[0, 0, 0]",1100,12184.839308529474,-31002.511732886866
43.87470291635539,75.31815170687139,0,0.1,"[0, 0, 0]",1100,13868.522481958464,52928.160858376854
43.06162880887298,19.51973638482471,0,0.1,"[0, 0, 0]",1100,51739.39582064899,18341.586267748335
6.031679366699109,-48.40200517676692,0,0.1,"[0, 0, 0]",1100,13649.550217279682,-15373.686862473285
77.47020143016091,2.903508643933762,0,0.1,"[0, 0, 0]",1100,22300.694659958663,1131.0228823636858
29.057230854294602,15.290675265829563,0,0.1,"[0, 0, 0]",1100,50958.48639973113,13931.477332210568
3.108302077984064,57.275764003678944,0,0.1,"[0, 0, 0]",1100,6374.238967199458,9918.10915224508
35.25365555810851,69.61015792614143,0,0.1,"[0, 0, 0]",1100,19158.287079368936,51540.35910668938
71.81334144167134,26.032479828244234,0,0.1,"[0, 0, 0]",1100,27815.329558298403,13585.478534550472
73.7364642129478,-77.42974295932035,0,0.1,"[0, 0, 0]",1100,6127.357569968339,-27474.396258574438
66.48978920215912,-49.33108682247405,0,0.1,"[0, 0, 0]",1100,24757.518262543857,-28813.35980602493
13.548427879316085,62.7804640461585,0,0.1,"[0, 0, 0]",1100,16765.25019067472,32592.36352377549
62.74473104590435,74.27785936251641,0,0.1,"[0, 0, 0]",1100,11452.848772846728,40680.89784610174
31.1750676770792,75.15211396464352,0,0.1,"[0, 0, 0]",1100,13787.770775770654,52004.80576805853
53.41909876478359,-30.90959703853195,0,0.1,"[0, 0, 0]",1100,43210.15201780269,-25869.803986442763
40.4391764815506,2.3074416868438306,0,0.1,"[0, 0, 0]",1100,55212.39895087559,2224.7014210205352
66.91747342157167,65.47269721688505,0,0.1,"[0, 0, 0]",1100,15553.427682649994,34083.63772829785
59.76271792723536,-2.1604192664525925,0,0.1,"[0, 0, 0]",1100,45221.18279413114,-1705.8927830742225
49.7818271154233,39.93234298706173,0,0.1,"[0, 0, 0]",1100,40260.34643654079,33700.67096998264
41.760517275437124,44.48013445802164,0,0.1,"[0, 0, 0]",1100,39324.70173333109,38616.50237696098
64.54692639551227,-6.725524176343299,0,0.1,"[0, 0, 0]",1100,40000.4623778181,-4716.858382454488
31.245384454676362,85.99288712159154,0,0.1,"[0, 0, 0]",1100,3762.6063596396666,53697.67907458916
84.84172544192646,64.18970078549157,0,0.1,"[0, 0, 0]",1100,4173.1472634103275,8626.543465647857
67.29105279604575,-70.0612102006214,0,0.1,"[0, 0, 0]",1100,12618.779549694542,-34782.385346916795
12.163881111120812,41.38979514142423,0,0.1,"[0, 0, 0]",1100,25678.552519562356,22629.680924870023
63.01153347642819,-42.74639172081305,0,0.1,"[0, 0, 0]",1100,30827.09630123772,-28491.421711744846
7.3993697604827835,-61.93518516315464,0,0.1,"[0, 0, 0]",1100,11334.47583316761,-21257.060367325772
89.5390455956705,40.27025012123116,0,0.1,"[0, 0, 0]",1100,661.7205421599693,559.7422221359084
73.0664728274302,69.57442726849632,0,0.1,"[0, 0, 0]",1100,10171.350828568875,27309.934161571986
14.617241204803776,8.770863050959505,0,0.1,"[0, 0, 0]",1100,37938.75320051533,5853.320983867057
78.13440314611681,-69.73772763657627,0,0.1,"[0, 0, 0]",1100,7358.124716462221,-19929.012097375882
30.818927379830324,-32.32381405229384,0,0.1,"[0, 0, 0]",1100,45341.7251479066,-28689.148284732022
56.6714755607553,-63.07939581645107,0,0.1,"[0, 0, 0]",1100,21713.980740878036,-42760.293628799904
32.9674320353729,23.40735077330409,0,0.1,"[0, 0, 0]",1100,49952.60584579913,21623.599148162157
36.893284811812634,-83.17331753505894,0,0.1,"[0, 0, 0]",1100,6564.389675672533,-54824.36740107664
49.2082308627979,51.724612008046535,0,0.1,"[0, 0, 0]",1100,32699.46421524634,41440.02290378779
44.965261969548784,-60.5787333396227,0,0.1,"[0, 0, 0]",1100,26736.86766990735,-47407.35628885993
31.659257950267346,-1.0498485653107963,0,0.1,"[0, 0, 0]",1100,53980.59579566878,-989.1827399204677
71.53203476533831,25.06012476978873,0,0.1,"[0, 0, 0]",1100,28403.20908441324,13280.47074678736
4.311423004287203,-57.36429562174109,0,0.1,"[0, 0, 0]",1100,8425.505397985378,-13154.896059646477
8.520836420369957,-76.16310700991454,0,0.1,"[0, 0, 0]",1100,6400.33812761086,-25980.958294956086
41.53577318757387,23.736330722644254,0,0.1,"[0, 0, 0]",1100,50480.55402882982,22197.16211556442
49.741666871422375,-4.040056369594296,0,0.1,"[0, 0, 0]",1100,52393.71215891497,-3700.450967367143
37.98812738436849,47.35421584775568,0,0.1,"[0, 0, 0]",1100,37461.44833409331,40672.653018856225
77.92443128870266,65.35527923809607,0,0.1,"[0, 0, 0]",1100,9003.07697143687,19621.763630193524
35.599902962591244,-83.80741371223402,0,0.1,"[0, 0, 0]",1100,5938.826539369372,-54723.71815682717
25.291646660325107,-37.10639417069195,0,0.1,"[0, 0, 0]",1100,40234.069848983694,-30434.874211561215
44.07881635556671,23.820902751002905,0,0.1,"[0, 0, 0]",1100,50009.223682169926,22078.05124348237
51.86923396559762,51.926291486901334,0,0.1,"[0, 0, 0]",1100,31664.36180953167,40419.96633872523
76.77337321477793,-5.5809489374721295,0,0.1,"[0, 0, 0]",1100,23340.58063535816,-2280.6156071061087
59.09812804878044,64.42242238444038,0,0.1,"[0, 0, 0]",1100,19803.7542464457,41373.079669812214
19.031232907784915,35.518283711505745,0,0.1,"[0, 0, 0]",1100,36174.25951070428,25819.55557450494
76.8878829083061,44.39670352707495,0,0.1,"[0, 0, 0]",1100,16625.85800346029,16278.390124783687
55.71384424658248,89.20145915551035,0,0.1,"[0, 0, 0]",1100,679.8955659181715,48708.00576693507
63.64625539951344,-32.57387095459081,0,0.1,"[0, 0, 0]",1100,34792.20109662737,-22227.349462565864
66.02725494937098,29.45468139067414,0,0.1,"[0, 0, 0]",1100,33565.52522470059,18954.86415683058
83.82589509315808,72.00436550141865,0,0.1,"[0, 0, 0]",1100,3529.5027572485374,10862.430888599047
65.3858451678634,-47.91822762320234,0,0.1,"[0, 0, 0]",1100,26344.344105297827,-29173.36476724542
79.12293183252713,-25.786323638106495,0,0.1,"[0, 0, 0]",1100,17652.869641385594,-8528.00894042785
88.63680863832433,18.509148191855104,0,0.1,"[0, 0, 0]",1100,2427.266164608804,812.2480880788978
5.929957888950472,-57.211707287876706,0,0.1,"[0, 0, 0]",1100,10984.600827427103,-17050.830917140767
0.03951094635647023,-16.279878290312013,0,0.1,"[0, 0, 0]",1100,164.24102175206716,-47.67231484962889
54.847291062589925,-66.1784871639103,0,0.1,"[0, 0, 0]",1100,19937.83364047928,-45156.25760023123
19.725464799735395,88.13657826631831,0,0.1,"[0, 0, 0]",1100,1472.3287816910672,45223.90350752508
29.559890866308265,-70.47340421364329,0,0.1,"[0, 0, 0]",1100,17743.251207106783,-50027.970089904746
7.899463458242563,61.77941452287189,0,0.1,"[0, 0, 0]",1100,11966.152929953867,22295.67752060491
69.34144412299236,-33.78708713844742,0,0.1,"[0, 0, 0]",1100,28555.744936084455,-19106.318877792055
33.915607190434834,44.008151743155764,0,0.1,"[0, 0, 0]",1100,39339.44448923951,37999.51200150788
50.20158485948758,-76.41691135030077,0,0.1,"[0, 0, 0]",1100,12280.553156701575,-50823.02208994381
2.941635294412409,57.238208660716566,0,0.1,"[0, 0, 0]",1100,6078.605619593667,9444.423714161152
79.75453128832342,67.55619504328072,0,0.1,"[0, 0, 0]",1100,7079.372669441175,17136.221410039903
18.600930305935766,74.7145317296577,0,0.1,"[0, 0, 0]",1100,11580.808993681607,42370.871711760316
76.57875335490984,-2.7339129003060947,0,0.1,"[0, 0, 0]",1100,23735.30361019775,-1133.3498301831694
45.677924046901204,17.445491752897098,0,0.1,"[0, 0, 0]",1100,51716.26990003116,16251.687871481505
82.45409653229046,64.7024135574159,0,0.1,"[0, 0, 0]",1100,5926.899829072665,12537.704934417758
41.476942602819946,71.57501687502895,0,0.1,"[0, 0, 0]",1100,17432.434298433694,52324.63795755606
40.576988978181326,-7.089499849428648,0,0.1,"[0, 0, 0]",1100,54823.94841794485,-6818.337666461905
69.35046129972031,-30.834552808946363,0,0.1,"[0, 0, 0]",1100,29491.69309233052,-17604.072106870928
89.79608525486181,-30.48819459889505,0,0.1,"[0, 0, 0]",1100,331.1426795323803,-194.374664988383
57.10379874231564,89.00452431987489,0,0.1,"[0, 0, 0]",1100,828.0381561139228,47596.36886950466
43.03797312413322,29.1583355907717,0,0.1,"[0, 0, 0]",1100,47942.175189506,26747.68479228215
76.96397142611423,-65.93816935677955,0,0.1,"[0, 0, 0]",1100,9437.867608836936,-21134.033253844053
1.1713749948211027,-32.9926181319188,0,0.1,"[0, 0, 0]",1100,4062.9036245781176,-2637.055950948837
89.71130253686707,-16.917244786425584,0,0.1,"[0, 0, 0]",1100,519.9177302088799,-157.82772517309286
18.398926903008224,-57.63887933647905,0,0.1,"[0, 0, 0]",1100,23379.005869722718,-36892.5802572751
14.329850220890428,-88.6999705329666,0,0.1,"[0, 0, 0]",1100,861.5763121796385,-37921.269809445366
88.70923125578086,-55.27766939784374,0,0.1,"[0, 0, 0]",1100,1381.0948770187713,-1991.443853946578
64.17351565206893,53.34835199749389,0,0.1,"[0, 0, 0]",1100,24296.144789851263,32651.907860160707
16.12794493283046,-63.57249088106748,0,0.1,"[0, 0, 0]",1100,18093.769277235268,-36403.35110972837
51.13015916609134,-49.12695201751161,0,0.1,"[0, 0, 0]",1100,33883.26140356235,-39151.45318370907
49.81321537228703,20.571979325555304,0,0.1,"[0, 0, 0]",1100,49140.876630228515,18443.043061732056
45.743880956733925,75.03188065047945,0,0.1,"[0, 0, 0]",1100,13996.598793306093,52348.78054181521
73.66751294205702,-54.690640664520124,0,0.1,"[0, 0, 0]",1100,16330.629523710239,-23054.83011124995
61.233558748217526,17.241045831230636,0,0.1,"[0, 0, 0]",1100,41855.547424385586,12989.011096291495
63.91188211435002,26.075041864997146,0,0.1,"[0, 0, 0]",1100,36820.25855761841,18017.685159853852
59.967249910634806,10.090374426253575,0,0.1,"[0, 0, 0]",1100,44363.16549221604,7894.416233774499
24.12661267884354,10.08928399291321,0,0.1,"[0, 0, 0]",1100,48768.68902736338,8677.438400403973
65.3576225575164,59.33194447339321,0,0.1,"[0, 0, 0]",1100,20067.059029705597,33838.056479858205
81.77372226744137,-20.511996967784967,0,0.1,"[0, 0, 0]",1100,14109.813592558508,-5278.383619870652
7.542119298324728,-29.791471701351924,0,0.1,"[0, 0, 0]",1100,21211.152943237386,-12142.807229860897
0.24789058166211575,62.85754465842308,0,0.1,"[0, 0, 0]",1100,484.3477550661959,942.8209625412063
48.755980871134234,-31.876208752347864,0,0.1,"[0, 0, 0]",1100,45008.633074139725,-27988.441122123833
54.624636540131185,86.79979784219256,0,0.1,"[0, 0, 0]",1100,2765.6682426544644,49446.58402555953
5.916300245131375,67.53375008175576,0,0.1,"[0, 0, 0]",1100,7737.449439634834,18708.603688514075
17.27888821807572,65.15676191579345,0,0.1,"[0, 0, 0]",1100,17747.387138551694,38330.706459820125
49.295546714780784,12.464844200534571,0,0.1,"[0, 0, 0]",1100,51502.41354831271,11384.439424408829
88.30123942056372,-1.1047148272254077,0,0.1,"[0, 0, 0]",1100,3187.2459905360024,-61.440836910305045
69.79226054352576,-46.068518748806056,0,0.1,"[0, 0, 0]",1100,23419.609380381014,-24308.49258556677
8.948172141606607,-18.922847056143326,0,0.1,"[0, 0, 0]",1100,26227.415244609434,-8990.841308699648
12.613109515099175,15.822347543540516,0,0.1,"[0, 0, 0]",1100,33709.32622763737,9552.696731656528
49.18882351291197,-37.292093297988714,0,0.1,"[0, 0, 0]",1100,42003.49797638294,-31988.057661880976
43.65890517202735,-28.72992113738829,0,0.1,"[0, 0, 0]",1100,48024.2772825842,-26324.48685907648
81.24751795585063,-46.2794839534018,0,0.1,"[0, 0, 0]",1100,11045.98516090091,-11549.567254247595
73.90481479552575,-72.36263141977838,0,0.1,"[0, 0, 0]",1100,8453.701213852422,-26585.71901504687
79.74453767111044,-69.2860009723871,0,0.1,"[0, 0, 0]",1100,6564.853310264709,-17357.718462230296
26.82366503330498,-36.969898617692564,0,0.1,"[0, 0, 0]",1100,41162.70985820749,-30983.62427867366
