k¹t podniesienia,kat boczny,wysokosc celu,opor powietrza,wiatr wzd³uz,wiatr pion,wiatr pop,wylotowa,X,Z
25.4737752899889,-89.63463607451824,0,0.1,0,0,0,1100,323.55577737801605,-50581.58264717278
47.752106573719004,-75.53501251650185,0,0.1,0,0,0,1100,13350.15820621195,-51747.17023104823
58.70317982941265,48.73302531533207,0,0.1,0,0,0,1100,30489.66370622622,34744.88753593757
53.832562142105274,-31.196958802783904,0,0.1,0,0,0,1100,42840.18221469264,-25940.8874187413
62.78185376308762,-0.8379863403034733,0,0.1,0,0,0,1100,42218.97518171003,-617.5003448702337
85.34010394514475,13.085167979864352,0,0.1,0,0,0,1100,8448.658670567924,1963.5266436708434
15.675946147179037,-73.40511860311001,0,0.1,0,0,0,1100,11424.072875081572,-38330.04138596658
6.157726568356347,75.35691272343021,0,0.1,0,0,0,1100,5283.78021195167,20218.56126779658
59.14700010763182,-15.884205470594324,0,0.1,0,0,0,1100,44074.74986002818,-12541.450533439125
40.27654956935342,6.604894260706828,0,0.1,0,0,0,1100,54902.044666855334,6357.020129480292
39.83075668798709,68.21267518752299,0,0.1,0,0,0,1100,20523.776634755173,51343.54025482121
6.943569679794269,20.697863911941525,0,0.1,0,0,0,1100,21468.134689454262,8110.839642102457
31.986371459441582,-73.25443201212035,0,0.1,0,0,0,1100,15590.71340106736,-51813.383871539176
3.2280064217576596,40.77417056888305,0,0.1,0,0,0,1100,9229.320691836978,7958.415695666836
18.114649991979604,-40.63433280492279,0,0.1,0,0,0,1100,32876.915721447425,-28211.929054330412
7.521973686032972,-8.15458814232636,0,0.1,0,0,0,1100,24145.298231571564,-3459.6962724326477
82.45560584527485,-66.24045067847334,0,0.1,0,0,0,1100,5587.171043014183,-12689.705013188155
76.67110327674403,-85.26669501776446,0,0.1,0,0,0,1100,1949.585636644149,-23533.370580973296
18.58877455343831,-24.6477030269657,0,0.1,0,0,0,1100,39910.228474748554,-18312.02414139808
37.62236665243848,-1.500369999450072,0,0.1,0,0,0,1100,55257.58243739869,-1447.2915034869745
34.32410797659027,39.279578755894306,0,0.1,0,0,0,1100,42414.538301018045,34689.842021657285
70.962932152971,47.78079919670799,0,0.1,0,0,0,1100,21605.883429794223,23810.82646651549
69.32735107929489,-80.32666345516054,0,0.1,0,0,0,1100,5777.237503560565,-33886.94658561124
69.92302078976826,66.55346362216648,0,0.1,0,0,0,1100,13361.389779238623,30805.36863161401
46.392104894842575,75.09316047779663,0,0.1,0,0,0,1100,13883.876221177561,52150.63075145362
35.719035524433274,-44.07610140756571,0,0.1,0,0,0,1100,39560.65106745792,-38303.456247746464
67.09676411408059,-36.58586377218135,0,0.1,0,0,0,1100,29905.337837295363,-22197.346996126173
0.6016450840683429,-40.645077481851224,0,0.1,0,0,0,1100,1929.320884368764,-1655.388050222292
47.592536640511085,74.02938444217807,0,0.1,0,0,0,1100,14723.37572854883,51442.58327919239
41.74030746799159,44.52356631076171,0,0.1,0,0,0,1100,39297.41387710444,38648.26272049933
28.077491901967935,34.535444103140804,0,0.1,0,0,0,1100,43076.39232812875,29644.14767705743
64.97468392420542,48.30579757281549,0,0.1,0,0,0,1100,26464.78876103949,29708.357120060737
54.167293983493245,-0.7207044044383792,0,0.1,0,0,0,1100,49846.121290122996,-627.0164000415982
46.92987670882292,-24.323423076090492,0,0.1,0,0,0,1100,48997.50166654269,-22146.594131754024
67.29309476053318,-77.8073791060683,0,0.1,0,0,0,1100,7814.936110335119,-36163.210805014176
48.48651056034227,24.052007639331023,0,0.1,0,0,0,1100,48512.11073392928,21651.32190579385
39.088926609335886,-45.892068393831686,0,0.1,0,0,0,1100,38500.25719377072,-39716.56175327416
1.2232879664756435,-89.20285932728117,0,0.1,0,0,0,1100,71.15218298360847,-5041.973479641911
40.22685314321539,-40.53537643453499,0,0.1,0,0,0,1100,42007.35458657454,-35921.19916115075
15.237454112871138,-44.574262863888066,0,0.1,0,0,0,1100,28026.26512890459,-27611.72577587669
64.55093770681707,-62.385378406980834,0,0.1,0,0,0,1100,18667.990847982313,-35684.08887496085
25.946559035971767,-64.22095883442553,0,0.1,0,0,0,1100,22147.90420878471,-45855.423408831615
60.253805370811016,-22.841893828267644,0,0.1,0,0,0,1100,41274.333647859334,-17385.033325078926
45.09201369228575,70.93445682703063,0,0.1,0,0,0,1100,17767.35324260728,51406.128272223585
80.37592892641871,67.74939985603345,0,0.1,0,0,0,1100,6621.036926929836,16181.042024161245
50.68419905984953,2.586173721821325,0,0.1,0,0,0,1100,51974.19017310218,2347.521168681314
45.676169256760716,-66.15467203660924,0,0.1,0,0,0,1100,21916.138807237567,-49581.54076631304
77.92088865497955,-63.799763637493015,0,0.1,0,0,0,1100,9534.962840166352,-19375.180605955386
12.047283752499002,44.621845139490716,0,0.1,0,0,0,1100,24209.68574935278,23891.21948526097
78.73295929396949,-56.005156040723676,0,0.1,0,0,0,1100,11325.675183779733,-16792.665594593855
56.99838437854082,-75.02393581116888,0,0.1,0,0,0,1100,12324.983721821753,-46070.65867256984
16.038649909997012,87.16737710623849,0,0.1,0,0,0,1100,2003.6289053981407,40474.3906819598
52.7263737475535,-30.231329518305728,0,0.1,0,0,0,1100,43904.51358572216,-25584.49069081672
35.88115791898385,-43.11614424337671,0,0.1,0,0,0,1100,40215.145210396084,-37652.51806924358
43.99449817422755,64.52371241304053,0,0.1,0,0,0,1100,23523.401035439056,49368.309944115965
14.60894605161849,19.27061249508435,0,0.1,0,0,0,1100,36224.550638688175,12664.452883428108
4.761090786155618,48.77418238396592,0,0.1,0,0,0,1100,11184.593237744299,12763.306770675115
4.013533233030642,-11.136980722755453,0,0.1,0,0,0,1100,14427.810118561061,-2840.0840398866826
16.917373008617698,26.27956364442437,0,0.1,0,0,0,1100,37438.82527523501,18486.313504054047
38.36082012309552,60.95183324855918,0,0.1,0,0,0,1100,26855.619313983072,48351.1102582948
73.69822790091044,54.16035466233032,0,0.1,0,0,0,1100,16516.477715366866,22865.909274730333
35.88591884095235,-31.418029590117747,0,0.1,0,0,0,1100,47014.82299578925,-28717.414718332235
71.65050607334564,-84.89592923208994,0,0.1,0,0,0,1100,2775.4733961531147,-31062.30076314389
65.50493944841449,-36.81205098766189,0,0.1,0,0,0,1100,31358.56857637026,-23468.71122130826
70.74907486749204,36.21752210400709,0,0.1,0,0,0,1100,26179.613918386316,19172.146138546403
45.328279777729655,-67.83274234172718,0,0.1,0,0,0,1100,20496.037711070763,-50303.307117004566
17.545799097845677,-39.06558438952466,0,0.1,0,0,0,1100,33070.043312606984,-26841.30162575005
83.28111152464137,-55.47818309525683,0,0.1,0,0,0,1100,7027.192721815365,-10214.809717051408
80.31525637397668,7.20866269020479,0,0.1,0,0,0,1100,17448.63417994989,2206.8288827114084
87.28007908725279,59.18365126350369,0,0.1,0,0,0,1100,2609.5519267435257,4373.049036185226
56.04181102240667,-51.855080935955066,0,0.1,0,0,0,1100,29931.516555333674,-38109.9057896545
28.90920397351257,-55.61674984132697,0,0.1,0,0,0,1100,29790.260530278076,-43533.389148157425
85.6519548305127,-88.0498667202038,0,0.1,0,0,0,1100,276.6856651646904,-8096.593860560102
27.256470356118385,27.409658706453484,0,0.1,0,0,0,1100,45982.53312458276,23844.397863878683
57.32338682848682,78.70554789307695,0,0.1,0,0,0,1100,9288.411536308337,46502.387847860635
3.826235861498467,-51.35441584322685,0,0.1,0,0,0,1100,8816.788150225502,-11025.24332752415
56.63737730191107,82.58344059929448,0,0.1,0,0,0,1100,6195.008318582591,47583.54445841036
82.94878102050022,-62.5332802650077,0,0.1,0,0,0,1100,5992.663218134307,-11526.138506120902
66.25600703171926,-2.967782439645987,0,0.1,0,0,0,1100,38221.41261359014,-1981.4727720522326
42.301004001162504,-59.080382476414975,0,0.1,0,0,0,1100,28278.493282009968,-47211.058582608886
21.833790059540608,-70.2317198379489,0,0.1,0,0,0,1100,16056.628922533862,-44673.70528533995
42.79271305104876,32.34629185023287,0,0.1,0,0,0,1100,46420.638891652925,29397.797358090265
63.42697291460057,-67.93001319269452,0,0.1,0,0,0,1100,15603.968055944837,-38482.99336765124
65.89593449459632,65.57362066092611,0,0.1,0,0,0,1100,16005.98974485562,35239.66839670038
53.512879065191726,-36.48216142431357,0,0.1,0,0,0,1100,40443.23367039352,-29905.888831500233
50.76219509913218,-18.880694972160143,0,0.1,0,0,0,1100,49187.28898976463,-16821.605735162935
44.03825824074689,81.07097858060123,0,0.1,0,0,0,1100,8487.155126871821,54012.448160383436
