k¹t podniesienia,kat boczny,wysokosc celu,opor powietrza,wiatr z,wiatr y,wiatr z,wylotowa,X,Z
25.4737752899889,0,0,0.1,0,0,0,1100,50584.01781944222,0.0
0.18268196274088155,0,0,0.1,0,0,0,1100,783.5019568434634,0.0
47.752106573719004,0,0,0.1,0,0,0,1100,53442.8792620488,0.0
7.232493741749072,0,0,0.1,0,0,0,1100,23676.768771339917,0.0
58.70317982941265,0,0,0.1,0,0,0,1100,46226.164407238466,0.0
69.36651265766604,0,0,0.1,0,0,0,1100,34325.03476256667,0.0
53.832562142105274,0,0,0.1,0,0,0,1100,50082.35974093295,0.0
29.401520598608048,0,0,0.1,0,0,0,1100,53004.1769925119,0.0
62.78185376308762,0,0,0.1,0,0,0,1100,42223.49098201295,0.0
44.58100682984826,0,0,0.1,0,0,0,1100,54535.47792295491,0.0
85.34010394514475,0,0,0.1,0,0,0,1100,8673.852696479082,0.0
51.542583989932176,0,0,0.1,0,0,0,1100,51540.19342099428,0.0
15.675946147179037,0,0,0.1,0,0,0,1100,39997.36821077797,0.0
8.297440698444996,0,0,0.1,0,0,0,1100,26242.53793317374,0.0
6.157726568356347,0,0,0.1,0,0,0,1100,20898.320079556546,0.0
82.6784563617151,0,0,0.1,0,0,0,1100,13471.553015633574,0.0
59.14700010763182,0,0,0.1,0,0,0,1100,45824.43551995096,0.0
37.05789726470284,0,0,0.1,0,0,0,1100,55233.19021641029,0.0
40.27654956935342,0,0,0.1,0,0,0,1100,55268.86055601149,0.0
48.302447130353414,0,0,0.1,0,0,0,1100,53206.59087538102,0.0
39.83075668798709,0,0,0.1,0,0,0,1100,55294.24991984495,0.0
79.1063375937615,0,0,0.1,0,0,0,1100,19632.759447129465,0.0
6.943569679794269,0,0,0.1,0,0,0,1100,22949.28079563011,0.0
55.34893195597076,0,0,0.1,0,0,0,1100,48991.17501061211,0.0
31.986371459441582,0,0,0.1,0,0,0,1100,54108.99172816073,0.0
8.372783993939828,0,0,0.1,0,0,0,1100,26417.44936410588,0.0
3.2280064217576596,0,0,0.1,0,0,0,1100,12186.987164625956,0.0
65.38708528444153,0,0,0.1,0,0,0,1100,39306.79154783443,0.0
18.114649991979604,0,0,0.1,0,0,0,1100,43322.556949337886,0.0
24.682833597538604,0,0,0.1,0,0,0,1100,49982.086622648305,0.0
7.521973686032972,0,0,0.1,0,0,0,1100,24391.915614277837,0.0
