[2.71569168],[10.58275953],0,0.1,"[0, 0, 0]",1100,10285.79618987844,1921.5443582720316
[92.78640845],[6.48287156],0,0.1,"[0, 0, 0]",1100,-5181.193872736666,-588.8671491231936
[0.17455354],[-55.1624524],0,0.1,"[0, 0, 0]",1100,428.2326089344945,-613.842289003862
[110.98388252],[44.38746914],0,0.1,"[0, 0, 0]",1100,-24858.90888911855,-24333.972795029327
[31.52268317],[66.11411165],0,0.1,"[0, 0, 0]",1100,21841.017477620822,49317.59029294181
[16.31878208],[100.68255688],0,0.1,"[0, 0, 0]",1100,-7584.831194029685,40213.99417461742
[52.85027524],[-36.29862566],0,0.1,"[0, 0, 0]",1100,40890.36494572436,-30034.327081167015
[101.14271888],[59.76629135],0,0.1,"[0, 0, 0]",1100,-10093.489352200566,-17320.621882155538
[40.75803983],[-11.36800393],0,0.1,"[0, 0, 0]",1100,54147.10942178058,-10886.215750347445
[-5.76814538],[-4.8401885],0,0.1,"[0, 0, 0]",1100,-31146.139029133872,2637.5350337526565
[48.94860466],[-82.40456052],0,0.1,"[0, 0, 0]",1100,6994.608279652681,-52445.97015764509
[61.99541497],[-40.03012238],0,0.1,"[0, 0, 0]",1100,32963.30364129876,-27687.801045935754
[-4.74661259],[56.06292829],0,0.1,"[0, 0, 0]",1100,-13702.288752287737,-20364.170558081136
[69.19225761],[-8.8834631],0,0.1,"[0, 0, 0]",1100,34141.718454186266,-5336.148355846682
[69.18992458],[-16.17998518],0,0.1,"[0, 0, 0]",1100,33190.496481671624,-9629.76792232026
[46.48439678],[-29.11549085],0,0.1,"[0, 0, 0]",1100,47119.854293693184,-26242.59372033304
[99.74558965],[79.99855404],0,0.1,"[0, 0, 0]",1100,-3071.367550643832,-17421.691215330742
[49.97894413],[-27.84250411],0,0.1,"[0, 0, 0]",1100,46336.51650905553,-24473.6612462573
[116.19391284],[-65.86206434],0,0.1,"[0, 0, 0]",1100,-16809.650833360425,37514.46569233371
[33.46948756],[55.65832414],0,0.1,"[0, 0, 0]",1100,30789.035953718536,45063.127380771504
[114.28416211],[24.30906484],0,0.1,"[0, 0, 0]",1100,-35466.37981694128,-16020.891831591916
[58.5913392],[-3.24669772],0,0.1,"[0, 0, 0]",1100,46251.729314907745,-2623.597478491807
[63.55753115],[28.6389537],0,0.1,"[0, 0, 0]",1100,36321.162994271974,19834.440888601286
[52.0725449],[26.07027957],0,0.1,"[0, 0, 0]",1100,46011.704058993324,22510.824285178383
[62.51561756],[29.84938939],0,0.1,"[0, 0, 0]",1100,36867.05469386224,21155.61144603553
[25.74177243],[48.56982832],0,0.1,"[0, 0, 0]",1100,33601.13409062313,38071.437102110445
[1.42853823],[-41.21135383],0,0.1,"[0, 0, 0]",1100,4382.71922447471,-3837.434440779232
[44.10530539],[-63.56516892],0,0.1,"[0, 0, 0]",1100,24333.811475211696,-48942.721137906825
[-3.21632607],[70.38913715],0,0.1,"[0, 0, 0]",1100,-5233.8999781061175,-14692.491751044221
[51.06016325],[-64.11206458],0,0.1,"[0, 0, 0]",1100,22624.898507650225,-46616.885475454656
[40.61467931],[69.19237713],0,0.1,"[0, 0, 0]",1100,19624.755864291554,51639.204912891844
[134.77002208],[25.25561066],0,0.1,"[0, 0, 0]",1100,-49151.88219038277,-23187.888423215834
[31.17414591],[9.63271781],0,0.1,"[0, 0, 0]",1100,53043.32662192065,9002.596464033606
[38.10393944],[43.02198091],0,0.1,"[0, 0, 0]",1100,40430.33644684182,37729.97431665879
[40.81754024],[-33.80844455],0,0.1,"[0, 0, 0]",1100,45886.87286538201,-30727.592681782397
[43.33288676],[28.92763504],0,0.1,"[0, 0, 0]",1100,47996.206792179386,26524.98919830605
[41.23211953],[-50.98806758],0,0.1,"[0, 0, 0]",1100,34736.52106763664,-42876.19304477159
[74.55608415],[-15.68475435],0,0.1,"[0, 0, 0]",1100,25911.948874097783,-7275.733435521451
[32.09689463],[-6.51745015],0,0.1,"[0, 0, 0]",1100,53798.05866709694,-6145.9607609519735
[69.39719985],[61.98616246],0,0.1,"[0, 0, 0]",1100,16103.297091376187,30266.37995646753
[9.07373916],[-91.11264637],0,0.1,"[0, 0, 0]",1100,-542.7806937917455,-27998.49360465739
[86.40967777],[-3.76890088],0,0.1,"[0, 0, 0]",1100,6692.263910744815,-440.7793509710703
[24.41383616],[-24.36721319],0,0.1,"[0, 0, 0]",1100,45334.95537822592,-20532.949711664507
[-5.26320474],[60.26365985],0,0.1,"[0, 0, 0]",1100,-13816.2816922144,-24188.612912579712
[44.06580912],[66.29584688],0,0.1,"[0, 0, 0]",1100,21978.401872172602,50056.060255875454
[59.51510977],[-59.54740738],0,0.1,"[0, 0, 0]",1100,23053.40397097935,-39209.277270893464
[45.46645221],[68.24719632],0,0.1,"[0, 0, 0]",1100,20115.78759824937,50410.9459841069
[79.77019527],[-40.34598101],0,0.1,"[0, 0, 0]",1100,14111.476719813889,-11985.939332909806
[9.2185728],[-103.51742396],0,0.1,"[0, 0, 0]",1100,-6619.233254852154,-27538.36023517919
[88.62789456],[-28.11078673],0,0.1,"[0, 0, 0]",1100,2272.5262840993473,-1213.4261974993133
[49.46978459],[145.59282602],0,0.1,"[0, 0, 0]",1100,-43444.56403414535,29756.17776831683
[20.74675677],[118.56281493],0,0.1,"[0, 0, 0]",1100,-22167.073389329078,40722.657559428066
[41.37700037],[3.05804715],0,0.1,"[0, 0, 0]",1100,55086.5617064193,2942.8761819546867
[62.25625861],[-60.08911689],0,0.1,"[0, 0, 0]",1100,21331.945388202916,-37079.159355215525
